place_old;place_new;comment_fs;suffix;community;region_1;region_2;continent;variant_1;variant_2;variant_3;Source
Mertlochianus;Mertloch;;;;;;Europe;;;;Jahns/Erfurt
Mertlochius;Mertloch;;;;;;Europe;;;;Jahns/Erfurt
Mertzbacensis;Mertzbach;;;;;;Europe;;;;Jahns/Erfurt
Meschede;Meschede;;;;;;Europe;;;;ProfAPI
Meschede/Westfalen;#;;;;;;Europe;;;;Jahns/Erfurt
Meschedensis;Meschede/Westfalen;;;;;;Europe;;;;Jahns/Erfurt
Meschedesis;Meschede/Westfalen;;;;;;Europe;;;;Jahns/Erfurt
Mesenich;Mesenich;;;;;;Europe;;;;Jahns/Erfurt
Mespelbrunn/Spessart;Mespelbrunn/Spessart;;;;;;Europe;;;;Jahns/Erfurt
Messkirchensis;Messkirchen;;;;;;Europe;;;;Jahns/Erfurt
Metebacensis;Metebach;;;;;;Europe;;;;Jahns/Erfurt
Metensis;Meten;;;;;;Europe;;;;Jahns/Erfurt
Metiniensis;Metiniensis;;;;;;Europe;;;;Jahns/Erfurt
Metr;Metr;;;;;;Europe;;;;Jahns/Erfurt
Metrop;Metrop;;;;;;Europe;;;;Jahns/Erfurt
Metz;Metz;;;;;;Europe;;;;ProfAPI
Meudensis;Meuden;;;;;;Europe;;;;Jahns/Erfurt
Meudonensis;Meuden;;;;;;Europe;;;;Jahns/Erfurt
Meuthensis;Meuthen;;;;;;Europe;;;;Jahns/Erfurt
Meyen;Meyen;;;;;;Europe;;;;HassiaSuperior
Meyensis;Meyen;;;;;;Europe;;;;Jahns/Erfurt
Meyntz - Mainz;Meyntz - Mainz;;;;;;Europe;"Mentz;Mayance;Magonza";;;Topographia1646
Meyscheid;Meyscheid;;;;;;Europe;;;;Jahns/Erfurt
Meysenbacensis;Meysenbach;;;;;;Europe;;;;Jahns/Erfurt
Michelbacensis;Michelbach;;;;;;Europe;;;;Jahns/Erfurt
Michelbach ;Michelbach ;;;;;;Europe;;;;HassiaSuperior
Miebelstatt;Miebelstatt;;;;;;Europe;;;;HassiaSuperior
Milbacensis;Milbach;;;;;;Europe;;;;Jahns/Erfurt
Mildeburgensis;Mildeburg;;;;;;Europe;;;;Jahns/Erfurt
Mildenbergensis;Mildenbergen;;;;;;Europe;;;;Jahns/Erfurt
Mildenburgensis;Mildenbergen;;;;;;Europe;;;;Jahns/Erfurt
Milseburg;Milseburg;;;;;;Europe;;;;Jahns/Erfurt
Miltenberg;Miltenberg;;;;;;Europe;;;;ProfAPI
Miltenbergensis;Miltenberg;;;;;;Europe;;;;Jahns/Erfurt
Miltenburg;Miltenburg;;;;;;Europe;;;;HassiaSuperior
Miltenburgensis;Miltenburg;;;;;;Europe;;;;Universitätsmatrikeln
Minden;Minden;;;;;;Europe;;;;ProfAPI
Minden in Westfalen;Minden in Westfalen;;;;;;Europe;;;;ProfAPI
Minden/Westf;Minden, Westf;;;;;;Europe;;;;Universitätsmatrikeln
Minister;Minister;;;;;;Europe;;;;Universitätsmatrikeln
Mintzenburgensis;Mintzenburg;;;;;;Europe;;;;Universitätsmatrikeln
Minzenb;Minzenb;;;;;;Europe;;;;Universitätsmatrikeln
Mittelheim;Mittelheim;;;;;;Europe;;;;Universitätsmatrikeln
Mittelheimensis;Mittelheim;;;;;;Europe;;;;Universitätsmatrikeln
Mittelstregensis;Mittelstreg;;;;;;Europe;;;;Universitätsmatrikeln
Mittweida;Mittweida;;;;;;Europe;;;;ProfAPI
Mittweide;Mittweide;;;;;;Europe;;;;ProfAPI
Mockstattensis;Mockstatt;;;;;;Europe;;;;Universitätsmatrikeln
Moenchbergensis;Moenchberg;;;;;;Europe;;;;Universitätsmatrikeln
MoenoFrancofurtensis;Frankfurt am Main;;;;;;Europe;;;;Universitätsmatrikeln
Mog;Mainz;;;;;;Europe;;;;Universitätsmatrikeln
Mogonus;Mainz;;;;;;Europe;;;;Universitätsmatrikeln
Mogun;Mainz;;;;;;Europe;;;;Universitätsmatrikeln
Moguntinus;Moguntinus;;;;;;Europe;;;;Universitätsmatrikeln
Moguntlnus;Mainz;;;;;;Europe;;;;Universitätsmatrikeln
Mohranius;Mohranius;;;;;;Europe;;;;Universitätsmatrikeln
Molsberg;Molsberg;;;;;;Europe;;;;Universitätsmatrikeln
Molsbergensis;Molsberg;;;;;;Europe;;;;Universitätsmatrikeln
Molsburgensis;Molsburg;;;;;;Europe;;;;Universitätsmatrikeln
Molschleben;Molschleben;;;;;;Europe;;;;ProfAPI
Molsheim;Molsheim;;;;;;Europe;;;;Universitätsmatrikeln
Molsheimensis;Molsheim;;;;;;Europe;;;;Universitätsmatrikeln
Möm;Möm;;;;;;Europe;;;;Universitätsmatrikeln
Mombacensis;Mombach;;;;;;Europe;;;;Universitätsmatrikeln
Mombergensis;Momberg;;;;;;Europe;;;;Universitätsmatrikeln
Mommersdorfensis;Mommersdorf;;;;;;Europe;;;;Universitätsmatrikeln
Monacensis;München;;;;;;Europe;;;;Universitätsmatrikeln
Monacho-Montanus;Monacho-Montanus;;;;;;Europe;;;;Universitätsmatrikeln
Monast;Monast;;;;;;Europe;;;;Universitätsmatrikeln
Monasterensis;Monaster;;;;;;Europe;;;;Universitätsmatrikeln
Monasterianus;Monaster;;;;;;Europe;;;;Universitätsmatrikeln
Monasteriensis;Monasteri;;;;;;Europe;;;;Universitätsmatrikeln
Monasterio;Monasterio;;;;;;Europe;;;;Universitätsmatrikeln
Monasterio-Liederbacensis;Liederbach, Kloster;;;;;;Europe;;;;Universitätsmatrikeln
MonasterioMainfeldius;Mainfeld, Kloster;;;;;;Europe;;;;Universitätsmatrikeln
MonasterioMaynfeldensis;Mainfeld, Kloster;;;;;;Europe;;;;Universitätsmatrikeln
Monasterio-Maynfeldensis;Mainfeld, Kloster;;;;;;Europe;;;;Universitätsmatrikeln
Monasterio-Menfeld;Monasterio-Menfeld;;;;;;Europe;;;;Universitätsmatrikeln
Monasterio-Westph;Monasterio-Westph;;;;;;Europe;;;;Universitätsmatrikeln
Monasterio-Westphalus;Monasterio-Westphalus;;;;;;Europe;;;;Universitätsmatrikeln
Monastero-Westphalus;Monastero-Westphalus;;;;;;Europe;;;;Universitätsmatrikeln
Monastiensis;Monasti;;;;;;Europe;;;;Universitätsmatrikeln
Mönchberg;Mönchberg;;;;;;Europe;;;;Universitätsmatrikeln
Mönchbergensis;Mönchberg;;;;;;Europe;;;;Universitätsmatrikeln
Mönchsbergensis;Mönchsberg;;;;;;Europe;;;;Universitätsmatrikeln
Monjaviensis;Monjavi;;;;;;Europe;;;;Universitätsmatrikeln
Monreal;Monreal;;;;;;Europe;;;;Universitätsmatrikeln
Monrealensis;Monreal;;;;;;Europe;;;;Universitätsmatrikeln
Monreall;Monreall;;;;;;Europe;;;;Universitätsmatrikeln
Mons im Hennegau;Mons im Hennegau;;;;;;Europe;;;;ProfAPI
Monschau;Monschau;;;;;;Europe;;;;Universitätsmatrikeln
Monschau/Eifel;Monschau, Eifel;;;;;;Europe;;;;Universitätsmatrikeln
Monshausensis;Monshaus;;;;;;Europe;;;;Universitätsmatrikeln
Montabaur;Montabaur;;;;;;Europe;;;;ProfAPI
Montabaur/Ep;Montabaur, Ep;;;;;;Europe;;;;Universitätsmatrikeln
Montabour;Montabour;;;;;;Europe;;;;HassiaSuperior
Montaburanus;Montabaur, Ep;;;;;;Europe;;;;Universitätsmatrikeln
Montaperanus;Montabaur, Ep;;;;;;Europe;;;;Universitätsmatrikeln
Montbrunnensis;Montbrunn;;;;;;Europe;;;;Universitätsmatrikeln
Monte;Monte;;;;;;Europe;;;;Universitätsmatrikeln
Montelburius;Montelburius;;;;;;Europe;;;;Universitätsmatrikeln
Monthaburanus;Monthaburanus;;;;;;Europe;;;;Universitätsmatrikeln
Montroyal;Montroyal;;;;;;Europe;;;;Universitätsmatrikeln
Montzingesis;Montzinge;;;;;;Europe;;;;Universitätsmatrikeln
Morbacensis;Morbach;;;;;;Europe;;;;Universitätsmatrikeln
Morfelden;Morfelden;;;;;;Europe;;;;HassiaSuperior
Mörlenbacensis;Mörlenbach;;;;;;Europe;;;;Universitätsmatrikeln
Mörlenbach;Mörlenbach;;;;;;Europe;;;;Universitätsmatrikeln
Mörlensis;Mörl;;;;;;Europe;;;;Universitätsmatrikeln
Morsdorfensis;Morsdorf;;;;;;Europe;;;;Universitätsmatrikeln
Mosbacensis;Mosbach;;;;;;Europe;;;;Universitätsmatrikeln
Moselweiß;Moselweiß;;;;;;Europe;;;;Universitätsmatrikeln
Moskirchensis;Moskirch;;;;;;Europe;;;;Universitätsmatrikeln
Moßell flu:;Moßell,  Fluss;;;;;;Europe;;;;HassiaSuperior
Mostpachensis;Mostpach;;;;;;Europe;;;;Universitätsmatrikeln
Moussi-Pontanus;Moussi-Pontanus;;;;;;Europe;;;;Universitätsmatrikeln
Mpgonus;Mpgonus;;;;;;Europe;;;;Universitätsmatrikeln
Mudacensis;Mudac;;;;;;Europe;;;;Universitätsmatrikeln
Mudach;Mudach;;;;;;Europe;;;;HassiaSuperior
Mudau;Mudau;;;;;;Europe;;;;Universitätsmatrikeln
Mudaviensis;Mudavi;;;;;;Europe;;;;Universitätsmatrikeln
Muenchbergensis;Muenchberg;;;;;;Europe;;;;Universitätsmatrikeln
Mühlberg;Mühlberg;;;;;;Europe;;;;ProfAPI
Mühldorf am Inn;Mühldorf am Inn;;;;;;Europe;;;;ProfAPI
Mühlhausen;Mühlhausen;;;;;;Europe;;;;ProfAPI
Mühlhausen, Thüringen;Mühlhausen, Thüringen;;;;;;Europe;;;;ProfAPI
Mühlhausen/Thüringen;Mühlhausen, Thüringen;;;;;;Europe;;;;Universitätsmatrikeln
Mühlheim;Mühlheim;;;;;;Europe;;;;Universitätsmatrikeln
Mühlheimensis;Mühlheim;;;;;;Europe;;;;Universitätsmatrikeln
Mühlhusanus;Mühlhusanus;;;;;;Europe;;;;Universitätsmatrikeln
Müle;Müle;;;;;;Europe;;;;HassiaSuperior
Mulhem;Mulhem;;;;;;Europe;;;;Universitätsmatrikeln
Mulhusinus;Mulhusinus;;;;;;Europe;;;;Universitätsmatrikeln
Mullucsinus;Mullucsinus;;;;;;Europe;;;;Universitätsmatrikeln
Mumlinganus;Mumlinganus;;;;;;Europe;;;;Universitätsmatrikeln
Mummeracensis;Mummerac;;;;;;Europe;;;;Universitätsmatrikeln
München;München;;;;;;Europe;;;;ProfAPI
München / Wien / Prag;München ,  Wien ,  Prag;;;;;;Europe;;;;ProfAPI
Münchhausen;Münchhausen;;;;;;Europe;;;;HassiaSuperior
Münchhen;Münchhen;;;;;;Europe;;;;ProfAPI
Munerstadianus;Munerstad;;;;;;Europe;;;;Universitätsmatrikeln
Müngeroda;Müngeroda;;;;;;Europe;;;;Universitätsmatrikeln
Munster;Munster;;;;;;Europe;;;;Universitätsmatrikeln
Münster;Münster;;;;;;Europe;;;;ProfAPI
Münster in Westfalen;Münster in Westfalen;;;;;;Europe;;;;ProfAPI
Münsteraner;Münsteraner;;;;;;Europe;;;;Universitätsmatrikeln
Münstermaifeld;Münstermaifeld;;;;;;Europe;;;;ProfAPI
Münster-Maifeld;Münster-Maifeld;;;;;;Europe;;;;Universitätsmatrikeln
Münster-Mayfeld;Münster-Mayfeld;;;;;;Europe;;;;Universitätsmatrikeln
Münstermeinfeldensis;Münstermeinfeld;;;;;;Europe;;;;Universitätsmatrikeln
Münsterschwarzach;Münsterschwarzach;;;;;;Europe;;;;Universitätsmatrikeln
Müntzenburg;Müntzenburg;;;;;;Europe;;;;HassiaSuperior
Münzenberg;Münzenberg;;;;;;Europe;;;;ProfAPI
Münzlan;Münzlan;;;;;;Europe;;;;HassiaSuperior
Mutzingensis;Mutzing;;;;;;Europe;;;;Universitätsmatrikeln
Mz;Mainz;;;;;;Europe;;;;Universitätsmatrikeln
Mz.Geh;Mainz;;;;;;Europe;;;;Universitätsmatrikeln
N Ulm;N Ulm;;;;;;Europe;;;;HassiaSuperior
N. Lhöstein;N. Lhöstein;;;;;;Europe;;;;HassiaSuperior
N: Ingelheim ;N: Ingelheim ;;;;;;Europe;;;;HassiaSuperior
N: Nomen;N: Nomen;;;;;;Europe;;;;HassiaSuperior
Nachin];Nachin];;;;;;Europe;;;;HassiaSuperior
Nackenheim;Nackenheim;;;;;;Europe;;;;Universitätsmatrikeln
Nackenheimensis;Nackenheim;;;;;;Europe;;;;Universitätsmatrikeln
Nackenhemius;Nackenhemius;;;;;;Europe;;;;Universitätsmatrikeln
Naestadt;Naestadt;;;;;;Europe;;;;Universitätsmatrikeln
Nagelsbergensis;Nagelsberg;;;;;;Europe;;;;Universitätsmatrikeln
Nagold;Nagold;;;;;;Europe;;;;Universitätsmatrikeln
Namurcensis;Namurz;;;;;;Europe;;;;Universitätsmatrikeln
Nanceianus;Nance;;;;;;Europe;;;;Universitätsmatrikeln
Nancejanus;Nancejanus;;;;;;Europe;;;;Universitätsmatrikeln
Nancy;Nancy;;;;;;Europe;;;;ProfAPI
Nancyanus;Nancyanus;;;;;;Europe;;;;Universitätsmatrikeln
Narsteden];Narsteden];;;;;;Europe;;;;HassiaSuperior
NASSAU;NASSAU;;;;;;Europe;;;;HassiaSuperior
Nassaw;Nassaw;;;;;;Europe;;;;HassiaSuperior
Nassovico-Lahranus;Nassovico-Lahranus;;;;;;Europe;;;;Universitätsmatrikeln
Nastätten;Nastätten;;;;;;Europe;;;;Universitätsmatrikeln
Nastettensis;Nastett;;;;;;Europe;;;;Universitätsmatrikeln
NATUS;NATUS;;;;;;Europe;;;;HassiaSuperior
Nauheimensis;Nauheim;;;;;;Europe;;;;Universitätsmatrikeln
Naumborensis;Naumbor;;;;;;Europe;;;;Universitätsmatrikeln
Naumburg;Naumburg;;;;;;Europe;;;;ProfAPI
Naumburg (Saale);Naumburg;; Saale;;;;Europe;;;;ProfAPI
Naumburgensis;Naumburg;;;;;;Europe;;;;Universitätsmatrikeln
Neagorensis;Neagor;;;;;;Europe;;;;Universitätsmatrikeln
Neapel;Neapel;;;;;;Europe;;;;ProfAPI
Neckarsteinach;Neckarsteinach;;;;;;Europe;;;;Universitätsmatrikeln
Necr.ensis;Necr.;;;;;;Europe;;;;Universitätsmatrikeln
Neffe;Neffe;;;;;;Europe;;;;Universitätsmatrikeln
Neheim;Neheim;;;;;;Europe;;;;Universitätsmatrikeln
Nehemensis;Nehem;;;;;;Europe;;;;Universitätsmatrikeln
Neidenaviensis;Neidenavi;;;;;;Europe;;;;Universitätsmatrikeln
Neidensis;Neid;;;;;;Europe;;;;Universitätsmatrikeln
Nemmenich bei Zülpich;Nemmenich bei Zülpich;;;;;;Europe;;;;ProfAPI
Neo;Neo;;;;;;Europe;;;;Universitätsmatrikeln
Neobambergensis;Neobamberg;;;;;;Europe;;;;Universitätsmatrikeln
Neoburgensis;Neoburg;;;;;;Europe;;;;Universitätsmatrikeln
Neo-Castrius;Neuchatel;;;;;;Europe;;;;Universitätsmatrikeln
Neo-Dom.Westf;Neo-Dom.Westf;;;;;;Europe;;;;Universitätsmatrikeln
Neohanensis;Neohan;;;;;;Europe;;;;Universitätsmatrikeln
Neohauensis;Neohau;;;;;;Europe;;;;Universitätsmatrikeln
Neohusanus;Neohusanus;;;;;;Europe;;;;Universitätsmatrikeln
Neostadianus;Neostad;;;;;;Europe;;;;Universitätsmatrikeln
Neostadianus/Eichsf;Neostad, Eichsfeld;;;;;;Europe;;;;Universitätsmatrikeln
Neostadianus/Hassia;Neostad, Hessen;;;;;;Europe;;;;Universitätsmatrikeln
Neostadianus/Saalam;Neostad, Saalam;;;;;;Europe;;;;Universitätsmatrikeln
Neovillanus;Neovillanus;;;;;;Europe;;;;Universitätsmatrikeln
Neo-Villanus;Neo-Villanus;;;;;;Europe;;;;Universitätsmatrikeln
Nesselrodanus/Eichsfeldiaco;Nesselrodanus, Eichsfeldiaco;;;;;;Europe;;;;Universitätsmatrikeln
Nesselröden/Eichsf;Nesselröden, Eichsf;;;;;;Europe;;;;Universitätsmatrikeln
Nesselrodensis;Nesselrod;;;;;;Europe;;;;Universitätsmatrikeln
Nesselrodensis/Eichsf;Nesselrod, Eichsf;;;;;;Europe;;;;Universitätsmatrikeln
Netra;Netra;;;;;;Europe;;;;ProfAPI
Neubamberg;Neubamberg;;;;;;Europe;;;;ProfAPI
Neuburg a.d.D.;Neuburg an der Donau;;;;Herzogtum Pfalz-Neuburg (kurpfälz.);;Europe;;;;ProfAPI
Neuburg a.d.D.;Neuburg an der Donau;;;;;;Europe;;;;Jahns/Erfurt
Neuburg a.d.D. im Herzogtum Pfalz-Neuburg (kurpfälz.);Neuburg an der Donau;;;;Herzogtum Pfalz-Neuburg (kurpfälz.);;Europe;;;;ProfAPI
Neuburg a.d.D. im Herzogtum Pfalz-Neuburg (kurpfälz.);Neuburg an der Donau;;;;;;Europe;;;;Jahns/Erfurt
Neuburg an der Donau;Neuburg an der Donau;;;;;;Europe;;;;ProfAPI
Neudenariensis;Neudenari;;;;;;Europe;;;;Universitätsmatrikeln
Neudenau;Neudenau;;;;;;Europe;;;;Universitätsmatrikeln
Neudenau an der Jagst;Neudenau an der Jagst;;;;;;Europe;;;;ProfAPI
Neudenauiensis;Neudenaui;;;;;;Europe;;;;Universitätsmatrikeln
Neudenaviensis;Neudenavi;;;;;;Europe;;;;Universitätsmatrikeln
Neudorf;Neudorf;;;;;;Europe;;;;Universitätsmatrikeln
Neudorffensis;Neudorff;;;;;;Europe;;;;Universitätsmatrikeln
Neudorffensis/Eichsf;Neudorff, Eichsf;;;;;;Europe;;;;Universitätsmatrikeln
Neudorffiensis;Neudorffi;;;;;;Europe;;;;Universitätsmatrikeln
Neuendorf/Eichsf;Neuendorf, Eichsf;;;;;;Europe;;;;Universitätsmatrikeln
Neufchâteau ;Neufchâteau ;;;;;;Europe;Neuenbourg;;;G / 1670 Dezember 28
Neuhaenensis;Neuhaen;;;;;;Europe;;;;Universitätsmatrikeln
Neuhaus;Neuhaus;;;;;;Europe;;;;Universitätsmatrikeln
Neuhausen (auf den Fildern);Neuhausen, auf den Fildern;; auf den Fildern;;;;Europe;;;;ProfAPI
Neuheu⁄el;Neuheu⁄el;;;;;;Europe;;;;Universitätsmatrikeln
Neuhoff;Neuhoff;;;;;;Europe;;;;HassiaSuperior
Neuhusanus;Neuhusanus;;;;;;Europe;;;;Universitätsmatrikeln
Neuhuselanus;Neuhuselanus;;;;;;Europe;;;;Universitätsmatrikeln
Neukirchensis;Neukirch;;;;;;Europe;;;;Universitätsmatrikeln
Neulingensis;Neuling;;;;;;Europe;;;;Universitätsmatrikeln
Neumagen;Neumagen;;;;;;Europe;;;;Universitätsmatrikeln
Neumagensis;Neumag;;;;;;Europe;;;;Universitätsmatrikeln
Neunkirchen;Neunkirchen;;;;;;Europe;;;;Universitätsmatrikeln
Neurothensis;Neuroth;;;;;;Europe;;;;Universitätsmatrikeln
Neuss;Neuss;;;;;;Europe;;;;ProfAPI
Neustadiensis;Neustadi;;;;;;Europe;;;;Universitätsmatrikeln
Neustadt;Neustadt;;;;;;Europe;;;;ProfAPI
Neustadt/Hessen;Neustadt, Hessen;;;;;;Europe;;;;Universitätsmatrikeln
Neustatt;Neustatt;;;;;;Europe;;;;HassiaSuperior
Neustatt/Hessen;Neustatt, Hessen;;;;;;Europe;;;;Universitätsmatrikeln
Neuwerkirchensis;Neuwerkirch;;;;;;Europe;;;;Universitätsmatrikeln
Neuworbis;Neuworbis;;;;;;Europe;;;;ProfAPI
Newstatt;Newstatt;;;;;;Europe;;;;HassiaSuperior
Ni: Oden;Ni: Oden;;;;;;Europe;;;;HassiaSuperior
NIÆ];NIÆ];;;;;;Europe;;;;HassiaSuperior
Nicenbergensis;Nicenberg;;;;;;Europe;;;;Universitätsmatrikeln
Nickenensis;Nicken;;;;;;Europe;;;;Universitätsmatrikeln
Nid flu:;Nid,  Fluss;;;;;;Europe;;;;HassiaSuperior
Nida flu:;Nida,  Fluss;;;;;;Europe;;;;HassiaSuperior
Nidda;Nidda;;;;;;Europe;;;;HassiaSuperior
NIDER;NIDER;;;;;;Europe;;;;HassiaSuperior
Nider flu:;Nider,  Fluss;;;;;;Europe;;;;HassiaSuperior
Niderbrech;Niderbrech;;;;;;Europe;;;;Universitätsmatrikeln
Niderbrechensis;Niderbrech;;;;;;Europe;;;;Universitätsmatrikeln
Niderburgensis;Niderburg;;;;;;Europe;;;;Universitätsmatrikeln
Niderheimbacensis;Niderheimbach;;;;;;Europe;;;;Universitätsmatrikeln
Niderhochstadianus;Niderhochstad;;;;;;Europe;;;;Universitätsmatrikeln
Niderhoechstattensis;Niderhoechstatt;;;;;;Europe;;;;Universitätsmatrikeln
Nider-Ingelheimensis;Nider-Ingelheim;;;;;;Europe;;;;Universitätsmatrikeln
Niderkalbensis;Niderkalb;;;;;;Europe;;;;Universitätsmatrikeln
Niderkleinensis;Niderklein;;;;;;Europe;;;;Universitätsmatrikeln
Niderlande;Niderlande;;;;;;Europe;;;;ProfAPI
Nidermerlensis;Nidermerl;;;;;;Europe;;;;Universitätsmatrikeln
Nidernberg;Nidernberg;;;;;;Europe;;;;Universitätsmatrikeln
Nidernbrechensis;Nidernbrech;;;;;;Europe;;;;Universitätsmatrikeln
Nidernbürg;Nidernbürg;;;;;;Europe;;;;HassiaSuperior
Nidernkleinensis;Nidernklein;;;;;;Europe;;;;Universitätsmatrikeln
Niderolmensis;Niderolm;;;;;;Europe;;;;Universitätsmatrikeln
Niderorschlanus/Eichsf;Niderorschlanus, Eichsfeld;;;;;;Europe;;;;Universitätsmatrikeln
Niderothensis;Nideroth;;;;;;Europe;;;;Universitätsmatrikeln
Niderrodanus;Niderrodanus;;;;;;Europe;;;;Universitätsmatrikeln
Niderselternensis;Niderseltern;;;;;;Europe;;;;Universitätsmatrikeln
Niderulmensis;Niderulm;;;;;;Europe;;;;Universitätsmatrikeln
Niederathensis;Niederath;;;;;;Europe;;;;Universitätsmatrikeln
Niederbergen;Niederbergen;;;;;;Europe;;;;Universitätsmatrikeln
Niederbergheimensis;Niederbergheim;;;;;;Europe;;;;Universitätsmatrikeln
Niederbrechensis;Niederbrech;;;;;;Europe;;;;Universitätsmatrikeln
Nieder-Brechensis;Nieder-Brech;;;;;;Europe;;;;Universitätsmatrikeln
Niederbrecht/Trier;Niederbrecht, Trier;;;;;;Europe;;;;Universitätsmatrikeln
Niederbuchensis;Niederbuch;;;;;;Europe;;;;Universitätsmatrikeln
Niedereisfeldensis;Niedereisfeld;;;;;;Europe;;;;Universitätsmatrikeln
Niedereschbacensis;Niedereschbach;;;;;;Europe;;;;Universitätsmatrikeln
Niederglein;Niederglein;;;;;;Europe;;;;Universitätsmatrikeln
Niederhadamarus;Niederhadamarus;;;;;;Europe;;;;Universitätsmatrikeln
Niederheimbacensis;Niederheimbach;;;;;;Europe;;;;Universitätsmatrikeln
Niederheimbach;Niederheimbachh;;;;;;Europe;;;;Universitätsmatrikeln
Niederhochstadianus;Niederhochstad;;;;;;Europe;;;;Universitätsmatrikeln
Niederhöchstadianus;Niederhöchstad;;;;;;Europe;;;;Universitätsmatrikeln
Niederhüchstadt;Niederhüchstadt;;;;;;Europe;;;;Universitätsmatrikeln
Niederingelheim;Niederingelheim;;;;;;Europe;;;;Universitätsmatrikeln
NiederKirchensis;NiederKirch;;;;;;Europe;;;;Universitätsmatrikeln
Niederkirchheimensis;Niederkirchheim;;;;;;Europe;;;;Universitätsmatrikeln
Niederkleinensis;Niederklein;;;;;;Europe;;;;Universitätsmatrikeln
Niederlande;Niederlande;;;;;;Europe;;;;ProfAPI
Niederlauffenbacensis;Niederlauffenbach;;;;;;Europe;;;;Universitätsmatrikeln
Nieder-Lohnstein;Nieder-Lohnstein;;;;;;Europe;;;;Universitätsmatrikeln
Niedermerlensis;Niedermerl;;;;;;Europe;;;;Universitätsmatrikeln
Niedermörlensis;Niedermörl;;;;;;Europe;;;;Universitätsmatrikeln
Niedernai;Niedernai;;;;;;Europe;Niederehnheim;;;G / 1684 August 28 / II
Niedernbergensis;Niedernberg;;;;;;Europe;;;;Universitätsmatrikeln
Niedernhausen;Niedernhausen;;;;;;Europe;;;;ProfAPI
Niedernhausen/;Niedernhausen, ;;;;;;Europe;;;;Universitätsmatrikeln
Niederoder;Niederoder;;;;;;Europe;;;;Universitätsmatrikeln
Niederolm;Niederolm;;;;;;Europe;;;;Universitätsmatrikeln
Nieder-Olm;Nieder-Olm;;;;;;Europe;;;;ProfAPI
Niederolmensis;Niederolm;;;;;;Europe;;;;Universitätsmatrikeln
Nieder-Olmensis;Nieder-Olm;;;;;;Europe;;;;Universitätsmatrikeln
Niederrodanus;Niederrodanus;;;;;;Europe;;;;Universitätsmatrikeln
Niedersaulheimensis;Niedersaulheim;;;;;;Europe;;;;Universitätsmatrikeln
Niederseiterensis;Niederseiter;;;;;;Europe;;;;Universitätsmatrikeln
Niederseitzensis;Niederseitz;;;;;;Europe;;;;Universitätsmatrikeln
Niederselterensis;Niederselter;;;;;;Europe;;;;Universitätsmatrikeln
Niederseltern;Niederseltern;;;;;;Europe;;;;Universitätsmatrikeln
Niederselternensis;Niederseltern;;;;;;Europe;;;;Universitätsmatrikeln
Niederselters/Trier;Niederselters, Trier;;;;;;Europe;;;;Universitätsmatrikeln
Nieder-Seltersensis;Nieder-Selters;;;;;;Europe;;;;Universitätsmatrikeln
Niederstettensis;Niederstett;;;;;;Europe;;;;Universitätsmatrikeln
Niederulmensis;Niederulm;;;;;;Europe;;;;Universitätsmatrikeln
Niederursel;Niederursel;;;;;;Europe;;;;Universitätsmatrikeln
Niederwalluf;Niederwalluf;;;;;;Europe;;;;Universitätsmatrikeln
Nieder-Walluf;Nieder-Walluf;;;;;;Europe;;;;Universitätsmatrikeln
Niederwalluffius;Niederwalluffius;;;;;;Europe;;;;Universitätsmatrikeln
Nieder-Walluffius;Nieder-Walluffius;;;;;;Europe;;;;Universitätsmatrikeln
Niederwallufius;Niederwallufius;;;;;;Europe;;;;Universitätsmatrikeln
Niederwaluff;Niederwaluff;;;;;;Europe;;;;Universitätsmatrikeln
Niederweger;Niederweger;;;;;;Europe;;;;Universitätsmatrikeln
Niederweisel;Niederweisel;;;;;;Europe;;;;Universitätsmatrikeln
Niederzentzheim;Niederzentzheim;;;;;;Europe;;;;Universitätsmatrikeln
Nierentropiensis;Nierentropi;;;;;;Europe;;;;Universitätsmatrikeln
Nierosteinacensis;Nierosteinac;;;;;;Europe;;;;Universitätsmatrikeln
Nierstein;Nierstein;;;;;;Europe;;;;Universitätsmatrikeln
Niersteinensis;Nierstein;;;;;;Europe;;;;Universitätsmatrikeln
Nievern;Nievern;;;;;;Europe;;;;Universitätsmatrikeln
no place;no place;;;;;;Europe;;;;ProfAPI
Nob;Nob;;;;;;Europe;;;;Universitätsmatrikeln
Nobilis;Nobilis;;;;;;Europe;;;;Universitätsmatrikeln
Nodert;Nodert;;;;;;Europe;;;;Universitätsmatrikeln
Noerthensis;Noerth;;;;;;Europe;;;;Universitätsmatrikeln
Noestein;Noestein;;;;;;Europe;;;;HassiaSuperior
Nogonus;Nogonus;;;;;;Europe;;;;Universitätsmatrikeln
Noguntinus;Noguntinus;;;;;;Europe;;;;Universitätsmatrikeln
Noh flu:;Noh,  Fluss;;;;;;Europe;;;;HassiaSuperior
Nolzaiensis;Nolzai;;;;;;Europe;;;;Universitätsmatrikeln
Nordheimensis;Nordheim;;;;;;Europe;;;;Universitätsmatrikeln
Nördlingensis;Nördling;;;;;;Europe;;;;Universitätsmatrikeln
Nordstemmen;Nordstemmen, Hildesheim;;bei Hildesheim;;;;Europe;;;;ProfAPI
Nordstemmen bei Hildesheim;Nordstemmen, Hildesheim;;bei Hildesheim;;;;Europe;;;;ProfAPI
Norheimensis;Norheim;;;;;;Europe;;;;Universitätsmatrikeln
